flight_id;user_id
0000000019;HenrLeite265
0000000019;MaRodrigues
0000000019;Daniela-BiancTavares
0000000020;MadaNunes
0000000020;HugPinto-Rodrigues1412
0000000020;GuilFaria15
0000000020;InMonteiro1057
0000000020;EriCoelho
0000000020;SérCoelho
0000000020;JaiGonçalves
0000000020;DiogJesus
0000000021;MPires1088
0000000021;HenRodrigues592
0000000021;EduaMarques
0000000022;RafAraújo727
0000000022;SaAssunção
0000000022;EduAntunes141
0000000022;RaqSilva-Matias
0000000023;IriPinto
0000000023;GustCoelho186
0000000023;ITeixeira
0000000023;DiNascimento676
0000000023;CMachado1477
0000000023;IsAntunes
0000000024;NuMelo1394
0000000024;LNogueira649
0000000025;CésaMagalhães
0000000025;CristiOliveira
0000000026;HelenGarcia
0000000026;LFigueiredo-Magalhães1895
0000000026;ARibeiro-Faria644
0000000026;RaqSilva-Matias
0000000027;XavLoureiro
0000000027;MartBranco1557
0000000027;IrMatos
0000000027;BenediFigueiredo739
0000000027;AnFerreira
0000000028;CristiOliveira
0000000028;ConstançGonçalves1706
0000000028;FabiaReis583
0000000029;HPinto
0000000029;MartBranco1557
0000000029;SSá
0000000029;AmélNeto
0000000029;JoMorais318
0000000029;LiBorges
0000000030;DGuerreiro
0000000031;FilMarques1802
0000000031;MaMagalhães
0000000032;MCruz466
0000000032;ClTeixeira
0000000033;FiMiranda
0000000033;GabrLeite1137
0000000034;MarCoelho
0000000034;NunNogueira1678
0000000034;JulianPinto
0000000035;ICoelho576
0000000035;RiRamos
0000000035;VaCoelho1853
0000000035;AndreAlves573
0000000035;PTavares-Gomes1631
0000000036;ManuCardoso
0000000036;AnDomingues1527
0000000036;AliMartins
0000000036;JulianPinto
0000000037;MadaNunes
0000000037;GabriCarvalho1676
0000000038;JoMorais318
0000000038;RiOliveira466
0000000039;MárMachado
0000000039;TatiaAmorim1160
0000000039;HuNeto
0000000039;ISoares1857
0000000040;SaPereira
0000000040;GuilFaria15
0000000041;BrunMarques-Vaz95
0000000041;MaTeixeira1593
0000000041;AnHenriques60
0000000041;AfoMatos
0000000042;CarolRamos100
0000000042;NunNogueira1678
;RafaeGarcia-Leal
0000000042;EdgMacedo
;NunLourenço1647
0000000042;HugPinto-Rodrigues1412
0000000042;NádBrito
0000000042;MPires1088
0000000042;JorDomingues562
0000000042;YasmiCastro1813
0000000042;CaroPaiva
0000000043;IsAntunes
0000000043;Ângela-LunMoura1009
0000000043;GabrBarbosa569
0000000043;EmNeto
0000000044;MBorges-Pires
0000000044;JoPacheco
0000000044;NunAraújo1539
0000000044;JorDomingues562
0000000044;EAlves15
0000000045;AliPacheco-Barbosa268
0000000045;SamuLeite
0000000045;JoãGaspar1321
0000000045;PetrCarvalho1905
0000000046;MateuLopes568
0000000046;FabiaSousa1260
0000000046;NádSimões-Soares480
;TiaMorais1189
0000000046;NoEsteves826
0000000046;Fabiana-Amaral
0000000046;LisandMelo
0000000046;HenrLeite265
0000000047;IsmAbreu1728
0000000047;ValentPinheiro472
0000000047;RicLeal1348
0000000047;JuliaLoureiro
0000000047;MarAmaral1974
0000000048;LuciPinho
0000000048;SiAzevedo520
0000000048;LorTavares
0000000048;TaMendes
0000000049;NádSimões-Soares480
0000000049;LaPires1506
0000000049;SimBarros
0000000050;SalCorreia992
0000000050;InMonteiro1057
0000000050;EmSoares
0000000050;HugPinto-Rodrigues1412
0000000050;MGaspar
0000000050;AdriaBranco1042
0000000051;DiNascimento676
;PauMartins1550
0000000051;EmNascimento
0000000052;BrPinheiro
0000000052;MadaNunes
0000000052;JoeMelo
0000000052;SaValente
0000000053;RicarPinho
0000000053;AnHenriques60
0000000053;IsmAbreu1728
0000000053;KSantos
0000000054;DAlves
0000000054;Larissa-HelSoares
0000000055;LetíFerreira
;MarianSimões1645
0000000055;JoaTorres1401
0000000055;LisanRamos1893
0000000055;RMoreira1677
0000000055;NaiaPaiva
0000000056;WilsSilva
0000000056;AlíciPacheco1408
0000000056;PetSantos208
0000000057;ARibeiro-Faria644
0000000057;LúAmorim114
0000000057;GTavares444
0000000057;HugPinto-Rodrigues1412
0000000058;AAssunção
0000000058;SimãPaiva-Vicente
0000000058;IsabelAndrade1866
0000000058;BrGomes
0000000058;AOliveira1155
0000000058;MateuSousa874
0000000058;INascimento1813
0000000058;ICampos
0000000058;CarmiVicente1971
0000000058;MicaMiranda963
0000000058;GabriSantos-Pires
0000000058;SarMota
0000000058;LMachado1725
0000000058;VasLeite
0000000058;RúbeAzevedo
0000000058;SandrAssunção
0000000058;GuilherTavares1183
0000000058;LuíFernandes817
0000000058;TomRamos
0000000058;SoMagalhães
0000000058;AriaCoelho
0000000058;DiogGarcia
0000000058;FGaspar1871
0000000058;GaCorreia-Faria283
0000000058;GuiNeto1432
0000000058;BenjaRamos20
0000000058;CarCosta824
0000000058;NoAmaral
0000000058;RaMachado420
0000000058;MeliPacheco
0000000058;SoBranco734
0000000058;MaAbreu886
0000000058;VitóriCorreia
0000000058;NSimões
0000000058;ViPinho-Freitas
0000000058;DiogPacheco
0000000058;LarMaia
0000000058;WilsoSousa1063
0000000058;TVicente770
0000000058;GEsteves
0000000058;LucMacedo1638
0000000058;AlBranco
0000000058;MarNeves1237
0000000058;ValBrito
0000000058;IsMatias
0000000058;LourePinho
0000000058;PetTeixeira-Cruz
0000000058;RafNeves1150
0000000058;BMagalhães1667
0000000058;WilsMarques
0000000058;INeves1630
0000000058;AleRibeiro
0000000058;MatTeixeira391
0000000058;RMoreira1677
0000000058;WilliMoura
0000000058;DaAbreu1507
0000000058;RafaeLoureiro323
0000000058;JéssiAraújo
0000000058;FábMorais
0000000058;BárbaAntunes
0000000058;GabValente1167
0000000058;FGuerreiro
0000000058;FilLeite
0000000058;LMachado1048
0000000058;ICruz
0000000058;JúliMachado
0000000058;JCampos
0000000058;LMatias
0000000058;KévMelo1127
0000000058;ÉriGomes-Neto
0000000058;RitVicente1649
0000000059;BeatriFernandes
0000000059;XavCarvalho1268
0000000059;LeFaria1065
0000000060;ClTeixeira
0000000060;MaMagalhães
0000000060;BrRocha-Oliveira
0000000060;DinLima519
0000000060;RafAraújo727
0000000061;NaiaAbreu
0000000061;TiaSimões333
0000000061;SimMagalhães1729
0000000062;RicaBrito
0000000063;JosMendes
0000000064;WilsSilva
0000000064;NunAraújo1539
0000000064;RafAraújo727
0000000065;SiAzevedo520
0000000065;JoMota-Mendes
0000000065;AlexandrAnjos-Abreu
0000000065;JulianRocha1557
0000000066;MicOliveira
0000000066;LisanRamos1893
0000000066;IrFonseca-Lourenço
0000000067;AlBarros1313
0000000067;MFonseca
0000000067;MafaMelo1175
0000000067;JoHenriques
0000000067;IvAlmeida310
0000000068;Erika-ÉLourenço
0000000068;BrDomingues466
0000000068;RenaMorais
0000000068;BrunMarques-Vaz95
0000000068;AliPacheco-Barbosa268
0000000068;DavLeal1726
0000000068;MatildTeixeira
0000000069;LarCarneiro
0000000069;IrFonseca-Lourenço
0000000069;BernarLeite251
0000000069;GRamos1856
0000000069;NunAraújo1539
0000000070;TeSilva1408
0000000070;LarCarneiro
0000000071;MartBranco1557
0000000072;JoaTorres1401
0000000072;LisanAndrade
0000000072;MatildTeixeira
0000000072;LúAmorim114
0000000073;FrRamos212
0000000073;ÍrValente
0000000073;LisandMelo
0000000073;HelenGarcia
0000000073;MélaniSimões1629
0000000073;MiriaGarcia329
0000000074;LeSousa
0000000074;IsAntunes
0000000075;HuNeto
0000000075;MaSilva50
0000000075;LNascimento20
0000000075;ASousa572
0000000075;MaTeixeira1593
0000000076;LetíciOliveira668
0000000076;DiogCastro
0000000076;HeleMatos
0000000076;GuilFaria15
0000000076;EAndrade
0000000076;FranciscaMaia
0000000076;RicaBrito
0000000077;CrisPinho
0000000077;AlexandrPacheco
0000000077;XNascimento693
0000000077;LeonoBorges2020
0000000077;Bárbara-EduaFerreira
0000000078;AlexandrAnjos-Abreu
0000000078;Alícia-LúRamos
0000000078;BTavares
0000000078;SSá
0000000078;SofLourenço-Lopes
0000000078;BárBarros1218
0000000078;GustCoelho186
0000000078;MatildTeixeira
0000000079;BTavares
0000000079;EmSoares
0000000080;FraTavares
0000000080;EdMelo-Mendes
0000000080;MaNascimento651
0000000081;Caetana-MiMartins
0000000081;TaMendes
0000000081;EdgMacedo
0000000082;EdgMacedo
0000000082;SanMonteiro1813
0000000082;MicBatista
0000000083;BrDomingues466
0000000083;Caetana-MiMartins
0000000083;EduCarvalho1041
0000000083;SaPereira
0000000084;DinLima519
0000000084;JLourenço1891
0000000084;LetíFerreira
0000000084;GMendes-Borges1845
0000000085;SGomes1705
0000000085;DaviMiranda-Soares1993
0000000086;LeanMiranda
0000000086;Bárbara-EduaFerreira
0000000086;HuSantos1576
0000000087;MarcoMatias882
0000000087;JúBatista1064
;SalvAlves1992
0000000087;SeAmorim
0000000087;VítoFerreira-Carvalho
0000000087;SarMatias1646
0000000087;NDomingues
0000000088;XavLoureiro
0000000089;NaiaAbreu
0000000089;AndreiaCosta
0000000089;AlMatos1136
0000000089;WiLeite
0000000090;LeAssunção
0000000090;AValente
0000000090;DaCorreia112
0000000091;IvaPaiva
0000000091;PatNogueira
0000000092;MaSilva50
0000000092;EriRamos918
0000000093;SaValente
0000000093;AAraújo981
0000000094;BMachado
0000000094;HMatias1250
0000000094;PiMiranda
0000000095;LorTavares
0000000095;MadaNunes
;MartiGarcia660
0000000095;MáBorges
0000000095;EriCoelho
0000000095;TeSilva1408
0000000095;AndreiaCosta
0000000096;BernarCardoso1338
0000000096;MárMachado
0000000097;FranLeite-Tavares1049
0000000097;JaiOliveira1000
;PetrVicente14
0000000098;LarCarneiro
0000000098;Pilar-Pacheco
0000000098;LuMorais119
0000000098;NSousa-Branco
0000000098;GabrLeite1137
0000000098;LFigueiredo-Magalhães1895
0000000099;CaetCoelho1339
0000000099;XRibeiro1515
0000000099;VítoAlmeida
0000000099;AnitCampos1825
0000000099;BenBrito1722
0000000100;EnCorreia
;RafaAlmeida
0000000100;LiSoares
0000000101;JaiGonçalves
0000000101;EdgMacedo
0000000101;GTavares444
0000000101;JAraújo870
0000000102;SamuLeite
0000000102;LisanAndrade
0000000102;RMiranda
0000000102;NaiaAbreu
0000000102;CarAssunção255
0000000103;Larissa-HelSoares
0000000103;MafaGonçalves1683
0000000103;RRamos
0000000103;LeonoBorges2020
0000000103;EriCoelho
0000000103;JLourenço1891
;LBrito409
0000000103;ICoelho576
0000000103;DenLeite
0000000104;YasmiCastro1813
0000000104;AfoMatos
0000000104;AmélCosta
0000000104;EriCoelho
0000000104;FiMatias
0000000104;IMatias755
0000000104;SPinho
0000000105;SaJesus-Pereira1450
0000000105;DJesus
0000000105;JFernandes
0000000105;MPires1088
0000000106;AMarques-Brito650
0000000106;BNeto1180
0000000107;NoEsteves826
0000000109;NádSimões-Soares480
0000000109;LeGonçalves1674
0000000109;MateuLopes568
0000000109;ArtuFerreira111
0000000110;MicBatista
0000000110;MFonseca
0000000110;AnitCampos1825
0000000110;GabriCarvalho1676
0000000110;AntóFernandes200
0000000110;MáBorges
0000000111;MicBatista
0000000111;ÍrValente
0000000111;SFonseca1515
0000000111;AméliAnjos
0000000111;RiRamos
0000000111;NelMartins-Figueiredo6
0000000111;CamilMiranda-Matos
0000000111;InêHenriques
0000000112;BernarLeite251
0000000112;FiliVieira
0000000112;HeleMatos
0000000112;BMachado
0000000112;MaNogueira
0000000113;VítoAlmeida
0000000113;MatilVieira
0000000113;LeonoBorges2020
;VítoFreitas
0000000114;RodrigRodrigues655
0000000114;FiliLourenço
0000000114;FiMatias
0000000114;IvAlmeida310
0000000114;BriaMaia1500
0000000115;AlíciPacheco1408
0000000115;Fabiana-Amaral
0000000115;RicardSousa1707
0000000115;FabiaSousa1260
0000000115;MiAmorim49
0000000116;ÂngeLeal1004
0000000116;ConstanMagalhães
0000000116;DéborPinto1739
0000000116;DaniPinto
0000000116;MargaridValente56
0000000116;ValentinPinho-Pacheco673
0000000116;CaroliPereira799
0000000116;FaCoelho
0000000116;GustavAssunção
0000000116;CéValente
0000000116;AfJesus979
0000000116;FranMelo1063
0000000116;FredFreitas999
0000000116;AlícCosta391
0000000116;TatiNunes
0000000116;ÂngeMoreira554
0000000116;SPaiva627
0000000116;TOliveira655
0000000116;SPacheco
0000000116;HCruz159
0000000116;LCampos28
0000000116;BOliveira204
0000000116;JúliOliveira
0000000116;CAbreu
0000000116;NaAndrade1733
0000000116;ArtGarcia
0000000116;LúciMendes604
0000000116;SamuBrito728
0000000116;FiMiranda
0000000116;ÂngeFernandes
0000000116;BrunMaia
0000000116;NaiarCampos-Moreira
0000000116;LoPereira325
0000000116;WFigueiredo-Borges1347
0000000116;Erika-LuValente
0000000116;MafSousa1860
0000000116;FFaria920
0000000116;IrinFernandes1810
0000000116;IrinMoura
0000000116;CGuerreiro-Branco1652
0000000116;MélaMatias487
0000000116;ReNeto1981
0000000116;BeatriAmaral
0000000116;GuilFaria15
0000000116;LouRamos
0000000116;EmmLeite
0000000116;HuSantos1576
0000000116;RiOliveira738
0000000116;JLoureiro
0000000116;VíPinho
0000000116;MaBorges-Mota
0000000116;NúrMarques
0000000116;SVieira-Moreira
0000000116;IgRocha
0000000116;JoPacheco
0000000116;IsmaCorreia578
0000000116;NáNeves
0000000116;DiegCunha-Correia1748
0000000116;RafCosta
0000000116;VCampos364
0000000116;LuBarros1737
0000000116;MariMoura969
0000000116;BrunMarques-Vaz95
0000000116;MLourenço810
0000000116;IriMonteiro
0000000116;ValMonteiro399
0000000116;AnitMartins2011
0000000116;GonçaPereira184
0000000116;FlLeal503
0000000116;LCorreia1242
0000000116;MatiaNunes
0000000116;BrAmaral-Borges886
0000000116;ÁlRibeiro607
0000000116;IsaaCardoso1501
0000000116;Juliana-JéssiCastro
0000000116;LuísFigueiredo1710
0000000116;NMatos373
0000000116;ÉriLoureiro827
0000000116;WilsPacheco
0000000116;AndMaia-Brito
0000000116;YNeves
0000000116;ILima716
0000000116;MiMachado
0000000116;DianOliveira-Rocha
0000000116;ArMarques
0000000116;LetíciDomingues-Rodrigues
0000000116;KyarGuerreiro405
0000000116;EMorais
0000000116;Ariana-LRibeiro
0000000117;AfBarros
0000000117;LeonoBorges2020
0000000117;BriaValente1441
0000000117;EFigueiredo
0000000117;RenaAraújo
0000000117;LuíCunha
0000000117;EmRamos1732
0000000117;LucNeves605
0000000117;RaquMelo1296
0000000117;MeSá1286
0000000117;MárMachado
0000000117;JoMagalhães
0000000117;CatBaptista580
0000000117;EmíBaptista-Batista1543
0000000117;JuliJesus-Carvalho1274
0000000117;GabrMarques
0000000117;BenjValente-Alves1127
0000000117;LiAntunes
0000000117;BAmorim1712
0000000117;AMachado
0000000117;SaMota970
0000000117;EBaptista507
0000000117;NelsoCosta1787
0000000117;LuJesus363
0000000117;MiriPaiva1324
0000000117;EvPires1368
0000000117;ArianNeto
0000000117;ITavares1727
0000000117;NáMelo
0000000117;SebMoreira
0000000117;MiMatias
0000000117;ÂngHenriques1572
0000000117;VMarques
0000000117;CDomingues465
0000000117;GabrLima1970
0000000117;AOliveira1019
0000000117;GonçFerreira
0000000117;TiagMachado-Melo1029
0000000117;DFernandes
0000000117;CláudMaia
0000000117;IvNunes
0000000117;IsaaCarvalho
0000000117;Luna-SoraCampos1451
0000000117;LuíFernandes817
0000000117;LunBarros988
0000000117;FSantos1584
0000000117;NaiAmorim
0000000117;NAnjos1482
0000000117;IgMelo1609
0000000117;PBranco1363
0000000117;WilliCorreia1419
0000000117;AméliAbreu30
0000000117;MaTorres101
0000000118;FranciscaMaia
0000000118;AlexanFonseca1348
0000000118;AmélNeto
0000000118;MafaGonçalves1683
0000000118;EdMelo-Mendes
0000000119;NaiaPaiva
0000000119;LuMorais119
0000000119;MadaNunes
0000000120;XRibeiro1515
0000000120;JFernandes
0000000121;MBorges-Pires
0000000121;RitLourenço939
0000000121;EduAntunes141
0000000121;ÂngCruz
0000000121;ValentiEsteves1885
0000000121;LariMartins1204
0000000122;JoeMelo
0000000122;MaTorres
0000000122;BriaMoreira1616
0000000123;Ângela-LunMoura1009
0000000123;AndreiaCosta
0000000123;BrDomingues466
0000000123;PPacheco945
0000000123;MárMachado
0000000123;ITorres
0000000124;NaiBatista
0000000124;AlexAlves
0000000124;AlBarros1313
0000000124;MCruz466
0000000124;FiliLourenço
;CrisValente
0000000125;SGomes1705
0000000125;CamilMiranda-Matos
0000000125;ErLourenço542
0000000126;MargMoura1155
0000000126;MatiCampos
0000000126;YaPires-Rocha1375
0000000126;SalCorreia992
0000000127;PTavares-Gomes1631
0000000127;MPires1088
0000000127;ToFernandes
0000000127;FiliLourenço
0000000127;Erika-ÉLourenço
0000000128;JoPacheco
0000000128;AlexanFonseca1348
0000000128;DGuerreiro
;BeMarques63
0000000128;FilMarques1802
0000000129;JoPacheco
0000000129;SarMatias1646
0000000129;HeleMatos
0000000129;AlexAlves
0000000130;ConstançPinho950
0000000130;MirBaptista376
;FiGuerreiro
0000000131;ARibeiro-Faria644
0000000131;BeaAssunção72
0000000132;NelMartins-Figueiredo6
0000000132;VítoAlmeida
0000000132;MaTorres
0000000132;VictóCosta
0000000132;ClTeixeira
0000000132;MaCarvalho1128
0000000133;ÍAmorim
0000000134;JoHenriques
0000000134;AliMartins
0000000135;JorDomingues562
0000000135;BrunMarques-Vaz95
0000000136;AndCardoso1305
0000000136;VítMiranda328
0000000136;DinLima519
0000000137;BrPinheiro
0000000137;MadaNunes
0000000138;MatAmaral
0000000138;JorDomingues562
0000000138;MaNascimento651
0000000138;WilliaGomes
0000000139;RiOliveira466
0000000139;BrPinheiro
0000000139;SGomes1705
0000000139;CésaMagalhães
0000000139;DAlves
0000000140;GTavares444
0000000140;RMiranda
0000000141;GuiNeto1432
0000000141;ITorres
0000000141;PetrCarvalho1905
0000000142;JosMendes
0000000143;EdSousa
0000000143;JúBatista1064
0000000143;FCosta
0000000144;AndrVieira
0000000144;RitLourenço939
;VítoRocha1934
;LuíGomes
0000000144;EdgMacedo
0000000144;CMachado1477
0000000145;GDomingues
0000000145;InêHenriques
0000000145;MartBranco1557
0000000145;CarlMaia-Torres
0000000146;IaraBatista
0000000146;PiMaia
0000000146;SalCorreia992
0000000146;GDomingues
0000000147;AMonteiro1
0000000147;LariMartins1204
0000000147;AlLourenço719
0000000147;BernarLeite251
0000000147;AliPacheco-Barbosa268
0000000148;SamNunes
0000000148;GabriCarvalho1676
0000000149;NelMartins-Figueiredo6
0000000149;MiguReis1839
0000000149;CaroPaiva
0000000149;BryGaspar
0000000149;RNogueira
